,route_id,route_name,time,stop_name,lattitude,longitude
79,N,23    Broadway Local,2020-04-15 03:04:00,Astoria - Ditmars Blvd,40.775036,-73.91203399999999
80,N,23    Broadway Local,2020-04-15 03:24:00,Astoria - Ditmars Blvd,40.775036,-73.91203399999999
81,Q,24    Broadway Express,2020-04-15 01:41:05,96 St,40.784318,-73.947152
82,Q,24    Broadway Express,2020-04-15 01:20:25,96 St,40.784318,-73.947152
83,Q,24    Broadway Express,2020-04-15 01:51:00,Coney Island - Stillwell Av,40.577422,-73.98123299999999
84,Q,24    Broadway Express,2020-04-15 02:11:03,Coney Island - Stillwell Av,40.577422,-73.98123299999999
85,Q,24    Broadway Express,2020-04-15 02:06:48,96 St,40.784318,-73.947152
86,Q,24    Broadway Express,2020-04-15 02:27:30,96 St,40.784318,-73.947152
87,Q,24    Broadway Express,2020-04-15 02:30:30,Coney Island - Stillwell Av,40.577422,-73.98123299999999
88,Q,24    Broadway Express,2020-04-15 02:47:00,96 St,40.784318,-73.947152
89,Q,24    Broadway Express,2020-04-15 03:07:00,96 St,40.784318,-73.947152
90,Q,24    Broadway Express,2020-04-15 03:00:30,Coney Island - Stillwell Av,40.577422,-73.98123299999999
91,R,25    Broadway Local,2020-04-15 01:47:30,Bay Ridge - 95 St,40.616622,-74.030876
92,R,25    Broadway Local,2020-04-15 01:25:03,Whitehall St - South Ferry,40.703087,-74.01299399999999
93,R,25    Broadway Local,2020-04-15 01:57:00,Whitehall St - South Ferry,40.703087,-74.01299399999999
94,R,25    Broadway Local,2020-04-15 02:17:00,Whitehall St - South Ferry,40.703087,-74.01299399999999
95,R,25    Broadway Local,2020-04-15 02:07:30,Bay Ridge - 95 St,40.616622,-74.030876
96,R,25    Broadway Local,2020-04-15 02:27:30,Bay Ridge - 95 St,40.616622,-74.030876
97,R,25    Broadway Local,2020-04-15 02:37:00,Whitehall St - South Ferry,40.703087,-74.01299399999999
